name,nameUi,type,year,model,scale,country,tonnageMin,tonnageMax,speedLimiter,param
ca_maine_varcoastal,Coastal Defense Ship,ca,1890,maine_hull_d,1.23,"austria, germany",3500,4500,16.5,"type(ca), CA_Austria, Gun_Sides, g1"
cl_5_austria_exp,Modern Light Cruiser II,cl,1935,akizuki_hull_a_cruisers_wide,1.23,austria,11900,13550,32.0,"type(cl), Heavy_Nurnberg, barbette_need, g4, var(Smaller_Barbettes), cl"
dd_7_german_hybrid_dd,Recon Cruiser,cl,1935,spee_hull_dd,0.75,"austria, germany",4450,5850,35.0,"type(cl), Recon_Cruiser_GeAu, barbette_need, dd, g4"
cl_5_deruyter,Advanced Compact Cruiser,cl,1925,de_Ruyter_hull_b,1.00,austria,6900,8900,30.5,"type(cl), CL_deRuyter, barbette_need, Coastal_Ship, Essential_Central_Funnels, No_Barb, cl, g4"
cl_4_Modern_Generic,Modern Light Cruiser,cl,1925,bismarck_hull_a,0.56,"austria, germany",6500,10000,35.5,"type(cl), CL_Modern_GeAu, No_Barb, cl, g4"
cl_5_armored_exp3,Semi-Armored Cruiser III,cl,1916,dante_hull_b_tall,0.76,austria,6900,12900,22.9,"type(cl), CL_Armor_Exp_var2, g3, g2, Essential_Central_Funnels, barbette_need, cl"
cl_5_scout_var1,Small Scout Cruiser,cl,1916,dido_hull_a,0.77,"austria, china, spain",3000,5800,32.0,"type(cl), CL_Hunter, cl, g3, g2, g1, Tower_Forward, Essential_Central_Funnels, No_Barb, Coastal_Ship"
cl_3_britain,Light Cruiser III,cl,1905,warrior_hull_narrow,0.82,"austria, britain, china, spain, italy",3500,8500,29.5,"type(cl), CL_Britain_Small, cl, g1, Tower_Forward, Coastal_Ship, Essential_Central_Funnels, No_Barb, barbette_need, var(nose_line)"
cl_3_straightbow_tall,Light Cruiser IV,cl,1904,emden_hull,1.30,"austria, italy",8500,12500,27.0,"type(cl), CL_Emden_Large, cl, g1"
cl_2_medium_germany,Semi-Armored Cruiser II,cl,1902,cressy_hull,0.92,"austria, germany",7000,10000,21.5,"type(cl), CA_small_Friedrich_German, ca, g1, var(bow_step;middle_gun_b)"
cl_2_rambow,Light Cruiser II,cl,1893,gazelle_hull,0.99,"austria, germany, russia",2500,7000,22.5,"type(cl), CL, cl, g1, var(bow_a)"
cl_1_medium_germany,Semi-Armored Cruiser I,cl,1890,cressy_hull,0.85,"austria, germany",3500,7000,20.5,"type(cl), CA_small_Friedrich_German, ca, g1"
cl_1_austrian,Light Cruiser I,cl,1890,irresistible_hull_b,0.60,austria,2500,4000,18.5,"type(cl), CA_extratiny, cl, g1"
cl_1_austria_belted,Belted Cruiser,cl,1890,emden_hull_var2,0.82,austria,2250,5000,19.5,"type(cl), CL_Zenda, cl, g1, g2"
cl_1_austria_small,Heavy Torpedo Cruiser,cl,1890,gazelle_hull_var1,0.80,austria,1750,2850,18.5,"type(cl), CL_Zenda, cl, g1, g2, var(bow_b)"
dd_7_russia_dd,Advanced Destroyer,dd,1935,akizuki_hull_a_dd_tall,1.00,"austria, germany",3690,4600,39.5,"type(dd), DD_Advanced_GeAu, dd, g3, var(nose_cave)"
dd_5_nose_large_german,Modern Destroyer (Leader),dd,1924,akizuki_hull_b,1.11,"austria, germany",2950,3750,36.0,"type(dd), DD_Modern_L_GeAu, dd, g4, var(nose_long)"
dd_5_nose_small_german,Modern Destroyer (Standard),dd,1921,akizuki_hull_b,1.00,"austria, germany",1600,2470,36.0,"type(dd), DD_Modern_M_GeAu, dd, g4, var(nose_long)"
dd_4_russia,Destroyer IV,dd,1918,dd_s_hull,1.63,"austria, russia",1600,2350,35.5,"type(dd), DD_Big_Russia, dd, g3"
dd_3,Destroyer III,dd,1913,dd_s_hull,1.32,"austria, usa, britain, spain, china, italy",1500,2000,34.2,"type(dd), DD_large, dd, g3"
dd_2_france,Destroyer II,dd,1911,dd_s_hull,1.45,"austria, france, italy",1300,1700,34.5,"type(dd), DD_Small_Russia, dd, g2"
dd_1_austria_large,Large Torpedo Boat II,dd,1902,jap_tb_hull,1.72,austria,950,1150,32.1,"type(dd), DD_Small_Austria, dd, g1"
dd_1_austria,Large Torpedo Boat,dd,1899,jap_tb_hull,1.61,austria,550,850,33.1,"type(dd), DD_Small_Austria, dd, g1"
tb_modern_1,Modern Torpedo Boat,tb,1920,dd_s_hull,1.10,"austria, spain, china, russia",650,1000,35.0,"type(tb), TB_Modern_1, dd, g1"
tb_highbow,Torpedo Boat,tb,1890,jap_tb_hull,1.41,"austria, germany, italy",200,500,29.0,"type(tb), TB, tb, g1, var(bow_c)"
bb_7_kgeorge,Super Battleship,bb,1936,kgeorge_hull_a,1.25,britain,80500,92500,32.0,"type(bb), BB_KGeorge_Super, Middle_Big, bb, g4, Big_SuperStructure, Typical_Modern_BB"
bb_6_kgeorge,Modern Battleship II,bb,1936,kgeorge_hull_a,1.11,britain,57500,75500,32.0,"type(bb), BB_KGeorge_Big, Mixed_Quads, Middle_Big, bb, g4, Big_SuperStructure, Typical_Modern_BB, quad_guns_need"
bb_5_kgeorge,Modern Battleship I,bb,1929,kgeorge_hull_a,1.00,britain,45000,60500,32.0,"type(bb), BB_KGeorge, Big_SuperStructure, Mixed_Quads, bb, g4, Typical_Modern_BB, quad_guns_need"
bb_3_britain_modernized,Modernized Dreadnought,bb,1927,dreadnought_hull_c_elizabeth,1.27,britain,33500,42000,21.5,"type(bb), BB_Britain_Modernized, bb, g3, Typical_Modern_BB, Warspite_Var, Middle_SuperStructure"
bb_4_britain,N3 Battleship,bb,1919,dreadnought_hull_flat_b,1.49,britain,38000,61000,24.0,"type(bb), BB_British_G3, bb, g4, Small_Deck, Narrow_Deck, Nelson, Middle_Towers_Chance, var(nelson)"
bb_3_britain,Dreadnought VII,bb,1919,dreadnought_hull_flat_b,1.27,britain,40000,51000,23.5,"type(bb), BB_British_Advanced, bb, g3, typical_modern2, Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British, var(center_mounts)"
bb_3_britain_elizabeth,Dreadnought VI,bb,1916,dreadnought_hull_c_elizabeth,1.27,britain,33000,45000,23.5,"type(bb), BB_British_Advanced, bb, g3, typical_modern2, Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British"
bb_2_britain_alt3,Dreadnought V,bb,1914,dreadnought_hull_c_elizabeth,1.20,britain,25500,35500,22.8,"type(bb), BB_Elizabeth, bb, Typical_Modern_BB, barbette_need, g3"
bb_2_britain_alt2,Dreadnought IV,bb,1912,dreadnought_hull_c_elizabeth,1.10,britain,23600,32500,22.4,"type(bb), BB_Elizabeth, bb, Typical_Modern_BB, barbette_need, g3"
bb_2_britain_alt,Dreadnought III,bb,1910,invincible_hull_b,1.09,britain,21000,29500,22.0,"type(bb), BB_Super, bb, g3"
bb_1_large,Dreadnought II,bb,1908,von_der_tan_hull_b_long,1.00,britain,19500,27500,22.0,"type(bb), BB_Britain_Alt, bb, g2, Cross_Deck_Guns"
bb_1,Dreadnought I,bb,1905,dreadnought_hull_a,1.00,britain,17000,26000,22.0,"type(bb), BB, bb, g2, Cross_Deck_Guns, RussianCenterline, Small_Foredeck, early_dreadnought"
b3_britain,Semi-Dreadnought,bb,1895,agamemnon_hull_a,1.15,"britain, spain, japan",13500,18500,18.2,"type(bb), B_Agamemnon, g1"
b_2,Battleship II,bb,1895,irresistible_hull_a,1.00,"britain, japan",12500,16500,17.5,"type(bb), B, bb, g1"
b_1,Battleship I,bb,1890,irresistible_hull_b,1.02,"britain, japan",10000,15000,18.0,"type(bb), B, bb, g1"
bc_7_britain,Super Battlecruiser,bc,1935,hood_hull_a_wide,1.28,britain,67500,82500,34.0,"type(bc), BC_British_Super, Mixed_Quads, bc, g4"
bc_6_britain,Modernized Battlecruiser,bc,1935,hood_hull_a_wide,1.15,britain,40000,53000,34.0,"type(bc), BC_British_Modernized, Mixed_Quads, bc, g4"
bc_4_generic2,Large Cruiser,bc,1935,dreadnought_hull_flat_b,1.15,britain,30500,36000,29.5,"type(bc), CA_British_LargeCruiser, Middle_SuperStructure, bc, g4, var(center_mounts), small_bc2, barbette_need, generic_middle_tower"
bc_4_britain_g3,G3 Battlecruiser,bc,1923,kgeorge_hull_b,1.00,britain,42500,55500,33.0,"type(bc), BB_British_G3, bc, g3, battlecruiser_forward, barbette_need, Nelson"
bc_5_britain,Battlecruiser VI,bc,1923,hood_hull_a,1.10,britain,37500,50000,37.5,"type(bc), BC_Hood, BC_ForeCastle, Mixed_Quads, Middle_SuperStructure, bc, g4"
bc_4_britain_adv,Battlecruiser V,bc,1919,hood_hull_a,1.00,britain,33500,37500,32.5,"type(bc), BB_British_Advanced, bc, g3, g4, Mixed_Quads"
bc_3_britain_adv,Battlecruiser IV,bc,1916,dreadnought_hull_c_long,1.24,britain,29500,34000,29.0,"type(bc), BB_British_Advanced, barbette_need, bc, g3"
bc_large_light_cruiser,Large Light Cruiser,bc,1916,hood_hull_a _tall,0.80,britain,18250,21000,32.6,"type(bc), Courageous_Class, bc, g3"
bc_3_britain,Battlecruiser III,bc,1913,invincible_hull,1.10,"britain, usa, france, italy",28500,33000,28.5,"type(bc), BC_BritainSuper, barbette_need, bc, g3"
bc_2_britain,Battlecruiser II,bc,1909,invincible_hull,1.09,"britain, usa, france",23500,28500,28.5,"type(bc), BC_Britain_Medium, bc, g3"
bc_1_britain_var,Battlecruiser I,bc,1907,invincible_hull,1.00,britain,18500,22500,25.5,"type(bc), BC_Britain_Var, bc, g2"
ca_6_commandcruiser_british,Command Cruiser,ca,1939,kgeorge_hull_compact,1.16,britain,14750,17500,31.9,"type(ca), CL_EscortCruiser_British, Essential_Central_Funnels, Middle_Superstructure, ca, g4"
ca_6_british_largecruiser,Experimental Heavy Cruiser,ca,1939,dido_hull_e,1.47,britain,17500,19750,30.0,"type(ca), CA_Tiger, No_Barb, Essential_Central_Funnels, ca, g4"
ca_5_generic_britain,Modern Heavy Cruiser III,ca,1936,dreadnought_hull_flat_b_wide,1.00,britain,12500,16900,32.4,"type(ca), CA_British_Late, Middle_SuperStructure, barbette_need, ca, g3, var(center_mounts)"
ca_6_britain,Modern Heavy Cruiser IV,ca,1928,kgeorge_hull_a,0.75,britain,16500,19500,31.5,"type(ca), CA_British_LowFreeboard, Middle_SuperStructure, barbette_need, ca, g4, var(Smaller_Barbettes)"
ca_5_british,Modern Heavy Cruiser I,ca,1926,akizuki_hull_a_cruisers_wide,1.11,britain,9000,13500,33.0,"type(ca), CL_Town, ca, g3, g4, Tower_Forward, No_Barb, Essential_Central_Funnels"
ca_5_british_small,Compact Heavy Cruiser,ca,1926,dido_hull_f,1.10,britain,8000,10500,32.2,"type(ca), CL_Town, ca, g3, g4, Tower_Forward, No_Barb, Essential_Central_Funnels"
ca_5_generic_4,Modern Heavy Cruiser II,ca,1925,dreadnought_hull_flat_b,0.92,britain,11000,14500,33.1,"type(ca), CA_British_Early, No_Barb, ca, g3, var(center_mounts)"
ca_5_gen_treaty2,Heavy Cruiser II,ca,1922,dido_hull_e,1.12,britain,11250,13500,30.5,"type(ca), CL_Town, ca, g3, g4, treaty_style, Essential_Central_Funnels, No_Barb"
ca_5_gen_treaty,Heavy Cruiser I,ca,1917,hood_hull_a _tall,0.57,britain,10250,12500,29.5,"type(ca), Hawkins_Class, ca, g2, g3, treaty_style"
ca_3_warrior,Armored Cruiser V,ca,1902,warrior_hull,1.02,britain,12500,15500,21.5,"type(ca), CA_Warrior, CA_Gun_Sides, ca, g1, var(nose_line)"
ca_3,Armored Cruiser IV,ca,1898,cressy_hull,1.07,"britain, japan, usa, spain",10000,15000,21.5,"type(ca), CA, ca, g1, var(middle_gun_b)"
ca_2,Armored Cruiser III,ca,1892,irresistible_hull_a,0.89,"britain, japan, china, usa, russia, spain",8500,12000,21.5,"type(ca), CA_med, ca, g1"
ca_1,Armored Cruiser II,ca,1890,irresistible_hull_b,0.79,"britain, japan, china, usa, russia, italy",7500,11000,21.5,"type(ca), CA_med, ca, g1"
ca_1_small,Armored Cruiser I,ca,1890,irresistible_hull_d,0.70,"britain, japan, china, usa, russia, spain, italy",3500,8000,20.5,"type(ca), CA_small, ca, g1"
cl_5_escortcruiser_british,Advanced Escort Cruiser,cl,1935,kgeorge_hull_compact,0.90,britain,12750,15500,31.0,"type(cl), CL_EscortCruiser_British, No_Barb, multi_barb, cl, g4"
cl_7_dido,Advanced Escort Cruiser I,cl,1935,dido_hull_e,1.42,britain,12500,14200,32.5,"type(cl), CL_Tiger, No_Barb, Middle_Superstructure, cl, g4"
cl_5_dido,Advanced Scout Cruiser,cl,1935,dido_hull_f,1.02,britain,6950,7980,34.5,"type(cl), CL_Dido, No_Barb, Essential_Central_Funnels, cl, g4"
cl_6_dido,Modern Light Cruiser II,cl,1925,dido_hull_d,1.04,britain,8550,13500,33.0,"type(cl), CL_Town, Essential_Central_Funnels, No_Barb, cl, g4"
cl_4_Modern_Generic_2,Modern Light Cruiser,cl,1925,dreadnought_hull_flat_b,0.80,"britain, usa",6900,9900,36.4,"type(cl), CL_Modern_2, No_Barb, cl, g4"
cl_5_britain_adv_treaty,Light Cruiser VI,cl,1919,dido_hull_a,0.98,britain,6900,11500,31.0," type(cl), C_class_New2, cl, g3, g4, Essential_Central_Funnels, No_Barb"
cl_5_britain_C_class,Light Cruiser V,cl,1916,dido_hull_a,0.90,britain,6100,10500,29.5,"type(cl), C_class_New, g3, g4, No_Barb, Essential_Central_Funnels, cl"
cl_3_britain_var3,Light Cruiser IV,cl,1916,akizuki_hull_b_cruisers_var3,0.88,britain,5500,9500,29.5,"type(cl), C_class, cl, g1, g2, Essential_Central_Funnels, No_Barb, rear_barbette, modern_layout, var(nose_long)"
cl_5_britain_scout,Scout Cruiser,cl,1910,dido_hull_a_long_nobarb,0.82,britain,4500,8500,27.0,"type(cl), CL_Britain_Caroline, cl, g3, g2, g1, Tower_Forward, Essential_Central_Funnels, No_Barb, Coastal_Ship"
cl_3_britain,Light Cruiser III,cl,1905,warrior_hull_narrow,0.82,"britain, china, spain, austria, italy",3500,8500,29.5,"type(cl), CL_Britain_Small, cl, g1, Tower_Forward, Coastal_Ship, Essential_Central_Funnels, No_Barb, barbette_need, var(nose_line)"
cl_3,Semi-Armored Cruiser III,cl,1903,irresistible_hull_a,0.81,"britain, usa, japan, spain, china",8000,12000,25.0,"type(cl), CA_small, ca, g1"
cl_2_medium,Semi-Armored Cruiser II,cl,1902,cressy_hull,0.92,"britain, usa",7000,10000,21.5,"type(cl), CA_small, ca, g1, var(bow_step;middle_gun_b)"
cl_2_straightbow,Light Cruiser II,cl,1893,gazelle_hull,1.00,"britain, usa, japan, spain, china, italy",2500,7000,23.0,"type(cl), CL, cl, g1, var(bow_b)"
cl_1_medium,Semi-Armored Cruiser I,cl,1890,cressy_hull,0.85,"britain, usa",3500,7000,20.5,"type(cl), CA_small, ca, g1"
cl_1_straightbow,Light Cruiser I,cl,1890,gazelle_hull,0.88,"britain, usa, japan, spain, china, italy",2000,3500,21.5,"type(cl), CL_small, cl, g1, var(bow_b)"
cl_1_straightbow_early,Torpedo Cruiser,cl,1890,gazelle_hull_tall,0.70,"britain, usa, japan, spain, china, italy",1000,2000,21.5,"type(cl), Gunboat, cl, g1, var(bow_b)"
dd_7_daring_style_big,Advanced Destroyer (Large),dd,1935,akizuki_hull_b_cruisers_var4,0.97,britain,3450,4350,36.0,"type(dd), DD_Advanced_Br, dd, g4, var(nose_long)"
dd_7_daring_style_small,Advanced Destroyer (Compact),dd,1935,akizuki_hull_b_cruisers_var4,0.89,britain,2550,3250,36.0,"type(dd), DD_Advanced_Br, dd, g4, var(nose_long)"
dd_5_nose_large_britain,Modern Destroyer (Leader),dd,1922,akizuki_hull_b,1.05,britain,2400,2850,35.5,"type(dd), DD_Modern_L_Br, dd, g4, var(nose_long)"
dd_5_nose_medium_usa,Modern Destroyer (Standard),dd,1921,akizuki_hull_b,1.00,britain,1800,2350,36.4,"type(dd), DD_Modern_M_Br, dd, g4, var(nose_long)"
dd_5_stern_small_russia,Modern Destroyer (Small),dd,1921,akizuki_hull_b,0.95,britain,1650,2150,35.5,"type(dd), DD_Modern_S_Br, dd, g4, var(nose_long)"
dd_4,Destroyer IV,dd,1918,dd_s_hull,1.54,"britain, usa, spain, china",1550,2250,34.5,"type(dd), DD_huge, dd, g3"
dd_3,Destroyer III,dd,1913,dd_s_hull,1.32,"britain, usa, spain, china, austria, italy",1500,2000,34.2,"type(dd), DD_large, dd, g3"
dd_2,Destroyer II,dd,1908,dd_s_hull,1.23,"britain, usa, spain, china",1100,1500,34.0,"type(dd), DD, dd, g2"
dd_1,Destroyer I,dd,1899,dd_s_hull,1.15,"britain, usa, spain, china",700,1100,33.5,"type(dd), DD, dd, g1"
tb_modern_2,Modern Torpedo Boat,tb,1920,atlanta_hull_c,0.75,"britain, usa",650,1000,35.0,"type(tb), TB_Modern_2, dd, g1"
tb_standard,Torpedo Boat,tb,1890,jap_tb_hull,1.41,"britain, usa, france, spain, japan",200,500,28.5,"type(tb), TB, tb, g1, var(bow_a)"
bb_7_spain,Super Battleship,bb,1936,kgeorge_hull_a,1.19,spain,75500,87500,32.4,"type(bb), BB_Modern_Spain_Super, Mixed_Quads, Big_SuperStructure, bb, g4"
bb_6_spain,Modern Battleship II,bb,1929,spee_hull_a,1.52,spain,61500,71500,32.0,"type(bb), BB_Modern_Spain, Mixed_Quads, var(stern_a), bb, g4"
bb_5_generic_small,Advanced Small Battleship,bb,1929,de_Ruyter_hull_a_wide,1.37,"spain, china",23500,32000,22.5,"type(bb), CA_Heavy_Small_Generic, Extra_Tower_Modern_Small, Middle_SuperStructure, bb, g3, g4"
bb_5_russia,Modern Battleship I,bb,1927,bismarck_hull_a,0.93,"spain, russia",45000,69000,32.0,"type(bb), BB_Modern_Russia, Middle_SuperStructure, barbette_need, No_Barb, bb, g4"
bb_4_generic,Modernized Dreadnought II,bb,1927,dreadnought_hull_flat_b,1.42,"spain, france, italy",54000,64000,24.5,"type(bb), BB_Generic_Advanced, bb, g3, Small_Deck, Narrow_Deck, var(center_mounts)"
bb_modernized_sideguns_var,Modernized Dreadnought I,bb,1927,new_york_hull_a,1.20,spain,28950,34900,22.9,"type(bb), bb, Spain_MD, newyork_style, Late_Cross_Deck_plus, g2, g3"
bb_4,Dreadnought IV,bb,1919,dreadnought_hull_c,1.30,"spain, russia, china, austria",46000,62000,24.5,"type(bb), BB_Super, bb, g3, var(stern_flat)"
bb_3,Dreadnought III,bb,1916,dreadnought_hull_d,1.23,"spain, japan, russia, china, austria",36000,44000,22.5,"type(bb), BB_Super, bb, g3, gv(2)"
bb_1_russia_alt,Experimental Dreadnought I,bb,1912,von_der_tan_hull_d,1.20,"spain, russia, china",25500,30500,22.8,"type(bb), BB_Flat, bb, g3, RussianCenterline"
bb_2_russia,Dreadnought II,bb,1912,dreadnought_hull_c,1.10,"spain, china",30000,37000,22.5,"type(bb), BB_Flat, bb, g3, var(stern_flat), RussianCenterline"
bb_2_britain,Dreadnought V,bb,1912,dreadnought_hull_flat_b,1.21,"spain, china",32000,39500,22.5,"type(bb), BC_BritainSuper, bb, g3, typical_modern2,Typical_Modern_BB, Narrow_Deck, barbette_need, Middle_SuperStructure_British, Small_Deck, var(center_mounts)"
bb_1_russia,Dreadnought I,bb,1905,dreadnought_hull_c,0.90,"spain, china",22500,29000,22.0,"type(bb), BB_Flat, bb, g2, var(stern_flat), barbette_need, Small_Foredeck, RussianCenterline"
bb_1_china_semi,Small Dreadnought II,bb,1905,dreadnought_hull_b_thick,0.80,"spain, china",15500,17700,21.5,"type(bb), BB_Japan_Early_Semi, bb, g2, Late_Cross_Deck_plus"
bb_1_spain,Small Dreadnought I,bb,1905,dreadnought_hull_c,0.85,"spain, china",15500,16700,21.5,"type(bb), Espanha, Cross_Deck_Guns, Small_Foredeck, german_sides, bb, g2, var(stern_flat;side_guns)"
b1_maine_semidread,Small Semi-Dreadnought,bb,1905,maine_hull_f,1.32,"spain, china",11200,13500,21.5,"type(bb), B_Maine_Semi, bb,  old_predread, Late_Cross_Deck, Small_Foredeck, g1, g2"
b3_britain,Semi-Dreadnought,bb,1895,agamemnon_hull_a,1.15,"spain, britain, japan",13500,18500,18.2,"type(bb), B_Agamemnon, g1"
b_1_russia,Battleship III,bb,1891,irresistible_hull_b,1.15,spain,12000,17000,18.0,"type(bb), B, old_predread, earlybb_sideguns, bb, g1"
b1_pelayo,Battleship II,bb,1890,bouvet_hull_b,1.05,spain,9700,13600,18.0,"type(bb), B_Brandenburg, g1"
b1_3mast_spain,Battleship I,bb,1890,gazelle_hull_mast_d,0.97,"spain, austria",8000,10000,16.2,"type(bb), BB_Pelayo, bb, g1, g2, earlybb_sideguns"
bc_6_generic,Fast Battleship,bc,1935,bismarck_hull_a,1.05,"spain, russia, italy, austria, china",45000,75000,32.5,"type(bc), BB_Fast_Modern, Mixed_Quads, Middle_Big, bc_guns, bc, g4"
bc_5_russia,Modern Battlecruiser I,bc,1929,bismarck_hull_a,0.87,"spain, italy, austria, china",33000,47000,32.5,"type(bc), BC_Modern_Russia, Middle_SuperStructure, barbette_need, bc_guns, bc, g4"
bc_4_generic,Large Cruiser,bc,1929,dreadnought_hull_flat_b,1.12,"spain, china",29500,35000,29.5,"type(bc), CA_Heavy_Generic2, Middle_SuperStructure, No_Barb, small_bc, bc, g4, var(center_mounts), barbette_need, generic_middle_tower"
bc_4_generic_small,Large Cruiser I,bc,1929,de_Ruyter_hull_a_wide,1.18,"spain, china",22500,28000,28.5,"type(bc), CA_Heavy_Small_Generic, Middle_SuperStructure, small_bc, bc, g3, g4"
bc_4_britain,Battlecruiser V,bc,1919,invincible_hull,1.24,"spain, italy, china, russia",33000,45000,29.4,"type(bc), BC_BritainSuper, bc, g3"
bc_2_var,Battlecruiser II,bc,1909,dreadnought_hull_b,0.94,"spain, japan, china, russia",23000,28000,28.8,"type(bc), BC_Hybrid, bc, g2"
bc_1,Battlecruiser I,bc,1907,dreadnought_hull_a,0.90,"spain, china, russia",17500,22500,24.5,"type(bc), BC_Hybrid, early_dreadnought, bc, g2"
ca_4_ibuki,Large Cruiser,bc,1907,von_der_tan_hull_b_cruiser,1.00,"spain, japan, china",14500,18500,25.0,"type(bc), CA_Warrior, bc, g2, CA_Gun_Sides, Small_Foredeck"
ca_5_spain_big,Modern Heavy Cruiser II,ca,1928,dreadnought_hull_flat_b,1.12,spain,18500,21500,29.5,"type(ca), Navarra2, Essential_Central_Funnels, barbette_need, ca, g3, var(Smaller_Barbettes)"
ca_5_canarias,Modern Heavy Cruiser I,ca,1925,dreadnought_hull_flat_b,0.94,spain,12500,15500,33.0,"type(ca), Canarias, barbette_need, ca, g3"
ca_5_small_generic,Compact Heavy Cruiser,ca,1922,dido_hull_a,0.98,"spain, china, austria",8500,9500,32.5,"type(ca), CA_Gen_Compact, ca, g4, barbette_need, Essential_Central_Funnels, var(nose_long;middle_step)"
ca_5_generic1_C_class,Experimental Heavy Cruiser,ca,1917,akizuki_hull_b_cruiser_inter,1.02,spain,7300,11200,29.5,"type(ca), C_class_Generic, g3, g4, treaty_style, Essential_Central_Funnels, ca, var(nose_long;middle_step)"
ca_4_generic_large,Large Armored Cruiser,ca,1907,dreadnought_hull_c_cruiser,1.00,"spain, china, italy, austria, japan",13000,16500,19.5,"type(ca), CA_Large_GunSides, ca, g2, CA_Gun_Sides, CA_Gun_Sides_Few, var(stern_flat)"
ca_3_generic,Armored Cruiser V,ca,1907,dreadnought_hull_flat_b,0.88,"spain, china",13500,15500,23.5,"type(ca), CA_Late2, ca, g2"
ca_3_averof_mod,Fast Armored Cruiser,ca,1907,warrior_hull_b,1.00,"spain, italy, china",9800,11900,23.0,"type(ca), CA_Averof, CA_Gun_Sides, CA_Gun_Sides_Few, ca, g1, Essential_Central_Funnels"
ca_3,Armored Cruiser IV,ca,1898,cressy_hull,1.07,"spain, britain, japan, usa",10000,15000,21.5,"type(ca), CA, ca, g1, var(middle_gun_b)"
ca_1_italian_exp_japan_3mast,Small Armored Cruiser,ca,1894,irresistible_hull_b_var,0.79,"spain, japan",6200,7700,16.9,"type(ca), B_Italian, ca, g1"
ca_2,Armored Cruiser III,ca,1892,irresistible_hull_a,0.89,"spain, britain, japan, china, usa, russia",8500,12000,21.5,"type(ca), CA_med, ca, g1"
ca_1_spain,Armored Cruiser II,ca,1890,irresistible_hull_c,0.85,spain,7500,11000,21.5,"type(ca), CA_med, ca, g1"
ca_1_small,Armored Cruiser I,ca,1890,irresistible_hull_d,0.70,"spain, britain, japan, china, usa, russia, italy",3500,8000,20.5,"type(ca), CA_small, ca, g1"
ca_1_naniwa_3mast,Hybrid Light Cruiser,ca,1890,irresistible_hull_b_var4,0.79,"spain, japan",2900,4100,19.2,"type(ca), CA_Naniwa, CA_Super_Gun, ca, g1"
ca_maine_threemast,Turret Cruiser,ca,1890,maine_hull_i,1.20,"spain, russia",3500,9500,18.5,"type(ca), CA_small, Gun_Sides, g1"
cl_5_escortcruiser,Advanced Escort Cruiser,cl,1935,akizuki_hull_a_cruisers_tall,1.00,spain,9750,12500,31.0,"type(cl), CL_EscortCruiser, No_Barb, cl, g4"
cl_5_navarra_adv,Advanced Compact Cruiser,cl,1925,de_Ruyter_hull_b,0.96,spain,5900,8200,30.5,"type(cl), CL_Navarra_Adv, barbette_need, Coastal_Ship, Essential_Central_Funnels, No_Barb, cl, g4"
cl_4_Modern_Spain,Modern Light Cruiser,cl,1925,invincible_hull,0.75,spain,6700,10500,35.8,"type(cl), CL_Modern_2, CutDown, No_Barb, cl, g4"
cl_3_Modern_Spain,Modernized Cruiser,cl,1925,invincible_hull,0.80,spain,5700,7000,26.5,"type(cl), Navarra, No_Barb, cl, g2"
cl_5_navarra_adv_small,Advanced Small Cruiser,cl,1925,de_Ruyter_hull_a,0.92,spain,4500,6300,30.5,"type(cl), CL_Navarra_Adv, Middle_Superstructure, barbette_need, No_Barb, cl, g2, g3"
cl_5_generic1_C_class,Light Cruiser IV,cl,1916,dido_hull_a,0.83,spain,5300,9200,29.5,"type(cl), C_class_Generic, g3, g4, No_Barb, Essential_Central_Funnels, cl"
cl_5_armored_exp2,Semi-Armored Cruiser IV,cl,1916,dante_hull_b_tall,0.54,"spain, china",5000,11000,23.6,"type(cl), CL_Armor_Exp_var, g2, g3, g4, barbette_need, Essential_Central_Funnels, cl"
cl_5_scout_var1,Small Scout Cruiser,cl,1916,dido_hull_a,0.77,"spain, austria, china",3000,5800,32.0,"type(cl), CL_Hunter, cl, g3, g2, g1, Tower_Forward, Essential_Central_Funnels, No_Barb, Coastal_Ship"
cl_3_britain,Light Cruiser III,cl,1905,warrior_hull_narrow,0.82,"spain, britain, china, austria, italy",3500,8500,29.5,"type(cl), CL_Britain_Small, cl, g1, Tower_Forward, Coastal_Ship, Essential_Central_Funnels, No_Barb, barbette_need, var(nose_line)"
cl_3,Semi-Armored Cruiser III,cl,1903,irresistible_hull_a,0.81,"spain, usa, britain, japan, china",8000,12000,25.0,"type(cl), CA_small, ca, g1"
cl_2_medium_strbow,Semi-Armored Cruiser II,cl,1902,cressy_hull,0.98,"spain, italy, japan, china",7000,10000,21.5,"type(cl), CA_small, ca, g1, var(bow_flat_straight;middle_gun_b)"
cl_2_straightbow,Light Cruiser II,cl,1893,gazelle_hull,1.00,"spain, usa, britain, japan, china, italy",2500,7000,23.0,"type(cl), CL, cl, g1, var(bow_b)"
cl_1_rambow_3mast_early,Standard 3-Mast Cruiser,cl,1890,gazelle_hull_mast_b,0.84,"spain, russia, china, france",1750,5200,17.5,"type(cl), CL_old_3Mast, cl, g1, g2, var(bow_a)"
