@name,change,enabled,type,nameUi,order,Year,weight,cost,costMod,crew,model,scale,group,mountPoints,countries,param,stats,caliber,#caliberInch,barrels,hullWeightRatio,sectionsMin,sectionsMax,tonnageMin,tonnageMax,maxAllowedCaliber,beamMin,beamMax,draughtMin,draughtMax,beamCoef,draughtCoef,speedLimiter,minMainTurrets,minMainBarrels,#comment,#comment2,#cost_base,#cost_base_mod
kgeorge_tower_0_small4,,,tower_main,Advanced Tower I,,,485,3200000,,200,king_george_tower_main_a,0.725,,tower_main,,need(CA_British_Late;CA_British_LowFreeboard),"tower_main(1), night(60), aim(28), acc(18.5), acc_long(48), radio(80), fire_ex(37), smoke(-48), size(35), tspot(6200), torpedo_detect(65)",,,,,,,,,,,,,,,,,,,990,742.5,,
kgeorge_tower_canarias,,,tower_main,Advanced Tower I,,,375,2000000,,150,king_george_tower_main_a,0.765,,tower_main,,need(Canarias),"tower_main(1), night(58), aim(25), acc(19), acc_long(49), radio(80), fire_ex(37), smoke(-42), size(35), tspot(6500), torpedo_detect(65)",,,,,,,,,,,,,,,,,,,750,562.5,,
kgeorge_tower_navarra_big,,0,tower_main,Advanced Tower II,,,360,1200000,,100,king_george_tower_main_a,0.75,,tower_main,,need(Navarra2),"tower_main(1), night(55), aim(23), acc(17), acc_long(47), radio(75), fire_ex(35), smoke(-40), size(32), tspot(6300), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,720,540,,
kgeorge_tower_navarra_big2,,0,tower_main,Advanced Tower I,,,330,850000,,90,king_george_tower_main_a,0.7,,tower_main,,need(Navarra2),"tower_main(1), night(52), aim(21), acc(15), acc_long(42), radio(72), fire_ex(33), smoke(-38), size(30), tspot(6000), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,660,495,,
kgeorge_tower_navarra,,0,tower_main,Advanced Tower I,,,300,790000,,80,king_george_tower_main_a,0.65,,tower_main,,need(Navarra),"tower_main(1), night(50), aim(20), acc(14), acc_long(40), radio(70), fire_ex(30), smoke(-36), size(29), tspot(5900), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,600,450,,
mogami_main_tower_atagostyle3,,,tower_main,Big Advanced Tower II,,,1850,13050000,,135,moga_tower_main_a_var,1.2,,tower_main,,"need(CA_Heavy_Atago_New;BC_Scout_Mogami), needunlock(latecruisertowers_level_4)","tower_main(1), night(99), aim(42), acc(33), acc_long(62), radio(120), fire_ex(50), smoke(-55), size(47), tspot(8950), torpedo_detect(100)",,,,,,,,,,,,,,,,,,,1850,1387.5,3450000,10350000
mogami_main_tower_atagostyle2,,,tower_main,Big Advanced Tower II,,,1850,13050000,,135,moga_tower_main_a_var,1.15,,tower_main,,need(CA_Heavy_Atago_New;BC_Scout_Mogami),"tower_main(1), night(97), aim(40), acc(32), acc_long(60), radio(115), fire_ex(48.5), smoke(-54), size(46), tspot(8650), torpedo_detect(98)",,,,,,,,,,,,,,,,,,,1850,1387.5,3450000,10350000
mogami_main_tower_atagostyle1,,,tower_main,Big Advanced Tower I,,,1750,12350000,,135,moga_tower_main_a_var,1.1,,tower_main,,"need(BC_Scout_Mogami;CA_Heavy_Atago_New), needunlock(latecruisertowers_level_4)","tower_main(1), night(95), aim(38), acc(31), acc_long(58), radio(110), fire_ex(47), smoke(-53), size(45), tspot(8350), torpedo_detect(96)",,,,,,,,,,,,,,,,,,,1750,1312.5,3450000,10350000
fuso_tower_main_1_small,,,tower_main,Small Pagoda Tower,,,630,5200000,,320,fuso_tower_main_a,0.92,,tower_main,,need(BC_Modern_Japan;BC_Scout_Mogami),"tower_main(1), night(65), aim(27), acc(15), acc_long(70), radio(90), fire_ex(15), smoke(-70), size(25), tspot(8550), torpedo_detect(75)",,,,,,,,,,,,,,,,,,,1260,945,,
modern_tower_main_3_bc_small,,,tower_main,Modern Tower II,,,900,7000000,,370,yamato_tower_main_b,0.8,,tower_main,,need(CA_Heavy_Japan2),"tower_main(1), night(52), aim(32), acc(17.5), acc_long(37), radio(75), fire_ex(25), smoke(-45), size(27), tspot(6500), torpedo_detect(85)",,,,,,,,,,,,,,,,,,,1800,1350,,
modern_tower_main_2_bc_small,,,tower_main,Modern Tower I,,,600,5000000,,330,yamato_tower_main_a,0.8,,tower_main,,need(CA_Heavy_Japan2),"tower_main(1), night(50), aim(31), acc(16), acc_long(35), radio(70), fire_ex(22), smoke(-42), size(25), tspot(6200), torpedo_detect(80)",,,,,,,,,,,,,,,,,,,1200,900,,
modern_tower_main_3_bc_vsmall,,,tower_main,Modern Tower II,,,760,6000000,,350,yamato_tower_main_b,0.7,,tower_main,,need(CA_Heavy_Japan2;CA_Tone;CA_Heavy_Japan3),"tower_main(1), night(52), aim(36), acc(36.5), acc_long(54), radio(73), fire_ex(35), smoke(-55), size(37), tspot(7300), torpedo_detect(83)",,,,,,,,,,,,,,,,,,,1560,1170,,
modern_tower_main_2_bc_vsmall,,,tower_main,Modern Tower I,,,525,4500000,,300,yamato_tower_main_a,0.7,,tower_main,,need(CA_Heavy_Japan2;CA_Tone;CA_Heavy_Japan3),"tower_main(1), night(50), aim(34), acc(35.5), acc_long(52), radio(70), fire_ex(32), smoke(-52), size(35), tspot(7200), torpedo_detect(80)",,,,,,,,,,,,,,,,,,,1050,787.5,,
pagoda_tower_japan_cruiser,,,tower_main,Cruiser Pagoda Tower,,,405,2000000,,200,yamato_tower_main_c,0.7,,tower_main,,need(CA_Tone;CA_Heavy_Japan3),"tower_main(1), night(45), aim(30), acc(14), acc_long(50), radio(65), fire_ex(23), smoke(-40), size(20), tspot(7050), torpedo_detect(75)",,,,,,,,,,,,,,,,,,,810,607.5,,
modern_tower_main_2_bc_old,,,tower_main,Modern Tower II (Enhanced),,,900,7000000,,450,iowa_tower_main_a,0.83,,tower_main,,"need(BC_Modern), needunlock(late_BB_towers_level_4)","tower_main(1), night(70), aim(32), acc(22), acc_long(45), radio(75), fire_ex(28), smoke(-50), size(30), tspot(7250), torpedo_detect(75)",,,,,,,,,,,,,,,,,,,1800,1350,,
modern_tower_main_2_bc_old_smallvar,,,tower_main,Modern Tower II,,,825,6400000,,430,iowa_tower_main_a,0.78,,tower_main,,need(BC_Modern),"tower_main(1), night(68), aim(31), acc(21), acc_long(43), radio(73), fire_ex(27), smoke(-48), size(29), tspot(7050), torpedo_detect(72.5)",,,,,,,,,,,,,,,,,,,1650,1237.5,,
modern_tower_main_1_bc,,,tower_main,Modern Tower I (Enhanced),,,720,6000000,,420,iowa_tower_main_c,0.83,,tower_main,,"need(BC_Modern), needunlock(late_BB_towers_level_4)","tower_main(1), night(67), aim(30), acc(20), acc_long(42), radio(72), fire_ex(26), smoke(-47), size(28), tspot(6850), torpedo_detect(70)",,,,,,,,,,,,,,,,,,,1320,990,,
modern_tower_main_1_bc_smallvar,,,tower_main,Modern Tower I,,,600,5500000,,410,iowa_tower_main_c,0.78,,tower_main,,need(BC_Modern),"tower_main(1), night(65), aim(29), acc(19), acc_long(40), radio(70), fire_ex(25), smoke(-46), size(27), tspot(6650), torpedo_detect(67.5)",,,,,,,,,,,,,,,,,,,1200,900,,
modern_tower_main_4_bc,,,tower_main,Advanced Pagoda Tower,,,900,9000000,,350,yamato_tower_main_c,1.12,,tower_main,,"need(BC_Modern_Japan), needunlock(late_BB_towers_level_4)","tower_main(1), night(65), aim(37), acc(23), acc_long(45), radio(90), fire_ex(18), smoke(-63), size(35), tspot(7550), torpedo_detect(85)",,,,,,,,,,,,,,,,,,,1800,1350,,
modern_tower_main_3_bc,,,tower_main,Modern Tower II,,,1050,8000000,,390,yamato_tower_main_b,0.92,,tower_main,,need(BC_Modern_Japan),"tower_main(1), night(61), aim(36), acc(22), acc_long(42), radio(80), fire_ex(28), smoke(-50), size(30), tspot(7000), torpedo_detect(92)",,,,,,,,,,,,,,,,,,,2100,1575,,
modern_tower_main_2_bc,,,tower_main,Modern Tower I,,,750,6000000,,350,yamato_tower_main_a,0.92,,tower_main,,need(BC_Modern_Japan),"tower_main(1), night(60), aim(35), acc(20), acc_long(40), radio(75), fire_ex(25), smoke(-45), size(27.5), tspot(6500), torpedo_detect(90)",,,,,,,,,,,,,,,,,,,1500,1125,,
mogami_main_tower_3_xlarge,,,tower_main,Large Cruiser Tower III,,,825,3450000,,125,moga_tower_main_c,1.25,,tower_main,,"need(BC_Scout_Mogami;CA_Heavy_Atago_New), needunlock(latecruisertowers_level_4)","tower_main(1), night(90), aim(36), acc(29), acc_long(55), radio(105), fire_ex(45), smoke(-52), size(43), tspot(8150), torpedo_detect(94)",,,,,,,,,,,,,,,,,,,1650,1237.5,,
mogami_main_tower_3_vlarge,,,tower_main,Large Cruiser Tower II,,,645,2750000,,110,moga_tower_main_c,1.2,,tower_main,,"need(CA_Heavy_Mogami;Navarra2;CA_Heavy_Atago;CA_Scout_Mogami;BC_Scout_Mogami;CA_Tone;CA_Heavy_Atago_New), needunlock(latecruisertowers_level_4)","tower_main(1), night(85), aim(34.5), acc(27), acc_long(52.5), radio(100), fire_ex(32), smoke(-48), size(39), tspot(7250), torpedo_detect(86)",,,,,,,,,,,,,,,,,,,1290,967.5,,
mogami_main_tower_3_vlarge_var,,,tower_main,Large Cruiser Tower I,,,585,2550000,,100,moga_tower_main_c,1.15,,tower_main,,"need(CA_Heavy_Mogami;Navarra2;CA_Heavy_Atago;CA_Scout_Mogami;BC_Scout_Mogami;CA_Tone), needunlock(latecruisertowers_level_4)","tower_main(1), night(80), aim(32.5), acc(26), acc_long(50.5), radio(98), fire_ex(30), smoke(-46), size(37), tspot(7050), torpedo_detect(82)",,,,,,,,,,,,,,,,,,,1170,877.5,,
mogami_main_tower_3_large,,,tower_main,Medium Cruiser Tower III (Enhanced),,,522,2350000,,80,moga_tower_main_c,1.17,,tower_main,,"need(CA_Heavy_Mogami;Navarra2;CA_Heavy_Atago;CA_Scout_Mogami;BC_Scout_Mogami;CA_Tone), needunlock(latecruisertowers_level_4)","tower_main(1), night(76), aim(30.5), acc(24), acc_long(47.5), radio(96), fire_ex(28), smoke(-44), size(35), tspot(6750), torpedo_detect(79)",,,,,,,,,,,,,,,,,,,1038,778.5,,
mogami_main_tower_3_large_small,,,tower_main,Medium Cruiser Tower III,,,495,2150000,,75,moga_tower_main_c,1.12,,tower_main,,"need(CA_Heavy_Mogami;Navarra2;CA_Heavy_Atago;CA_Scout_Mogami;BC_Scout_Mogami;CA_Tone), needunlock(latecruisertowers_level_4)","tower_main(1), night(75), aim(30), acc(24), acc_long(46.5), radio(95), fire_ex(27), smoke(-43), size(34.2), tspot(6650), torpedo_detect(77)",,,,,,,,,,,,,,,,,,,990,742.5,,
mogami_main_tower_2_large,,,tower_main,Medium Cruiser Tower II (Enhanced),,,435,1950000,,70,moga_tower_main_b,1.17,,tower_main,,"need(CA_Heavy_Mogami;Canarias;CA_Heavy_Atago;CA_Scout_Mogami;BC_Scout_Mogami;CA_Tone), funnel_mount, needunlock(latecruisertowers_level_4)","tower_main(1), night(74), aim(29), acc(22), acc_long(46), radio(94), fire_ex(26), smoke(-42), size(33.5), tspot(6500), torpedo_detect(75)",,,,,,,,,,,,,,,,,,,870,652.5,,
mogami_main_tower_2_large_small,,,tower_main,Medium Cruiser Tower II,,,416,1800000,,65,moga_tower_main_b,1.12,,tower_main,,"need(CA_Heavy_Mogami;Canarias;CA_Heavy_Atago;CA_Scout_Mogami;BC_Scout_Mogami;CA_Tone), funnel_mount, needunlock(latecruisertowers_level_4)","tower_main(1), night(73), aim(28.5), acc(21), acc_long(45.2), radio(93), fire_ex(25), smoke(-41), size(33), tspot(6400), torpedo_detect(72)",,,,,,,,,,,,,,,,,,,834,625.5,,
mogami_main_tower_1_large,,,tower_main,Medium Cruiser Tower I (Enhanced),,,372,1650000,,60,moga_tower_main_a,1.17,,tower_main,,"need(CA_Heavy_Mogami;Canarias;CA_Heavy_Atago;CA_Scout_Mogami;BC_Scout_Mogami), funnel_mount, needunlock(latecruisertowers_level_4)","tower_main(1), night(72), aim(27.5), acc(20), acc_long(44.5), radio(92), fire_ex(24), smoke(-40), size(32), tspot(6300), torpedo_detect(70)",,,,,,,,,,,,,,,,,,,774,580.5,,
mogami_main_tower_1_large_small,,,tower_main,Medium Cruiser Tower I,,,365,1550000,,57,moga_tower_main_a,1.12,,tower_main,,"need(CA_Heavy_Mogami;Canarias;CA_Heavy_Atago;CA_Scout_Mogami;BC_Scout_Mogami), funnel_mount, needunlock(latecruisertowers_level_4)","tower_main(1), night(71), aim(26.5), acc(19.5), acc_long(44), radio(91), fire_ex(23), smoke(-39), size(31), tspot(6150), torpedo_detect(68.5)",,,,,,,,,,,,,,,,,,,738,553.5,,
mogami_main_tower_3,,,tower_main,Compact Cruiser Tower III (Enhanced),,,357,1350000,,55,moga_tower_main_c,1,,tower_main,,need(CA_Heavy_Mogami;CA_Light_Mogami;CA_Scout_Mogami;CL_Scout_Mogami;BC_Scout_Mogami;CA_Heavy_Atago),"tower_main(1), night(70), aim(26), acc(19), acc_long(43), radio(90), fire_ex(22), smoke(-38), size(30), tspot(6000), torpedo_detect(67.5)",,,,,,,,,,,,,,,,,,,714,535.5,,
mogami_main_tower_3_small_var,,,tower_main,Compact Cruiser Tower III,,,328,1250000,,52,moga_tower_main_c,0.95,,tower_main,,need(CA_Heavy_Mogami;CA_Light_Mogami;CL_Scout_Mogami;BC_Scout_Mogami),"tower_main(1), night(67), aim(25), acc(18), acc_long(42), radio(87), fire_ex(21), smoke(-37), size(29), tspot(5950), torpedo_detect(66)",,,,,,,,,,,,,,,,,,,654,490.5,,
mogami_main_tower_2,,,tower_main,Compact Cruiser Tower II (Enhanced),,,291,1150000,,50,moga_tower_main_b,1,,tower_main,,"need(CA_Heavy_Mogami;Canarias;Navarra;CA_Light_Mogami;CL_Scout_Mogami), funnel_mount, needunlock(latecruisertowers_level_4)","tower_main(1), night(65), aim(24), acc(17.5), acc_long(41), radio(85), fire_ex(20), smoke(-36), size(28.5), tspot(5850), torpedo_detect(65)",,,,,,,,,,,,,,,,,,,582,436.5,,
mogami_main_tower_2_small_var,,,tower_main,Compact Cruiser Tower II,,,271,1070000,,47,moga_tower_main_b,0.95,,tower_main,,"need(CA_Heavy_Mogami;Canarias;Navarra;CA_Light_Mogami;CL_Scout_Mogami), funnel_mount","tower_main(1), night(63), aim(23), acc(16.5), acc_long(40), radio(82), fire_ex(19), smoke(-35), size(27.5), tspot(5750), torpedo_detect(62)",,,,,,,,,,,,,,,,,,,552,414,,
mogami_main_tower_1,,,tower_main,Compact Cruiser Tower I (Enhanced),,,255,1000000,,45,moga_tower_main_a,1,,tower_main,,"need(CA_Heavy_Mogami;Canarias;Navarra;CA_Light_Mogami;CL_Scout_Mogami), funnel_mount, needunlock(latecruisertowers_level_4)","tower_main(1), night(60), aim(22), acc(16), acc_long(39), radio(80), fire_ex(18), smoke(-34), size(27), tspot(5650), torpedo_detect(60)",,,,,,,,,,,,,,,,,,,510,382.5,,
mogami_main_tower_1_small_var,,,tower_main,Compact Cruiser Tower I,,,240,900000,,40,moga_tower_main_a,0.95,,tower_main,,"need(CA_Heavy_Mogami;Canarias;Navarra;CA_Light_Mogami;CL_Scout_Mogami), funnel_mount","tower_main(1), night(58), aim(20), acc(15), acc_long(37), radio(78), fire_ex(16), smoke(-32), size(26), tspot(5450), torpedo_detect(57)",,,,,,,,,,,,,,,,,,,480,360,,
mogami_main_tower_3_small,,,tower_main,Compact Advanced Tower III,,,252,1150000,,50,moga_tower_main_c_noguns,0.85,,tower_main,,"need(Ning_Hai;Kuma_Big), needunlock(latecruisertowers_level_4)","tower_main(1), night(59.5), aim(24), acc(17), acc_long(40), radio(80), fire_ex(17), smoke(-34), size(27), tspot(5550), torpedo_detect(62.5)",,,,,,,,,,,,,,,,,,,504,378,,
mogami_main_tower_2_small,,,tower_main,Compact Advanced Tower II,,,213,1000000,,45,moga_tower_main_b_noguns,0.85,,tower_main,,"need(Ning_Hai;Kuma_Big), funnel_mount, needunlock(latecruisertowers_level_3)","tower_main(1), night(57.5), aim(22), acc(16), acc_long(38), radio(77.5), fire_ex(15.5), smoke(-32), size(25.5), tspot(5350), torpedo_detect(59)",,,,,,,,,,,,,,,,,,,426,319.5,,
mogami_main_tower_1_small,,,tower_main,Compact Advanced Tower I,,,182,900000,,40,moga_tower_main_a_noguns,0.85,,tower_main,,"need(Ning_Hai;Kuma_Big), funnel_mount, needunlock(latecruisertowers_level_3)","tower_main(1), night(55), aim(20), acc(15), acc_long(36), radio(75), fire_ex(14), smoke(-31), size(24), tspot(5150), torpedo_detect(57)",,,,,,,,,,,,,,,,,,,372,279,,
mogami_main_tower_3_smallest,,,tower_main,Mini Advanced Tower III,,,246,1150000,,47,moga_tower_main_c_noguns,0.8,,tower_main,,"need(Kuma), funnel_mount, needunlock(latecruisertowers_level_4)","tower_main(1), night(59), aim(21), acc(16), acc_long(38), radio(74), fire_ex(14), smoke(-31), size(24), tspot(5250), torpedo_detect(56)",,,,,,,,,,,,,,,,,,,492,369,,
mogami_main_tower_2_smallest,,,tower_main,Mini Advanced Tower II,,,204,1000000,,43,moga_tower_main_b_noguns,0.8,,tower_main,,"need(Kuma), funnel_mount, needunlock(latecruisertowers_level_4)","tower_main(1), night(57), aim(19.5), acc(15), acc_long(36), radio(72), fire_ex(13), smoke(-30), size(23), tspot(5050), torpedo_detect(54)",,,,,,,,,,,,,,,,,,,408,306,,
mogami_main_tower_1_smallest,,,tower_main,Mini Advanced Tower I,,,172,900000,,38,moga_tower_main_a_noguns,0.8,,tower_main,,"need(Kuma), funnel_mount, needunlock(latecruisertowers_level_4)","tower_main(1), night(55), aim(18), acc(14), acc_long(34), radio(70), fire_ex(12), smoke(-29), size(22), tspot(4850), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,354,265.5,,
canarias_tower_2,,,tower_main,Tall Tower IV,,,315,800000,,50,akizuki_tower_main_c,1.5,,tower_main,,need(Canarias),"tower_main(1), night(50), aim(19), acc(14), acc_long(35), radio(70), fire_ex(20), smoke(-38), size(30), tspot(5850), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,630,472.5,,
canarias_tower_1,,,tower_main,Tall Tower III,,,270,700000,,45,akizuki_tower_main_c,1.4,,tower_main,,need(Canarias;Ning_Hai),"tower_main(1), night(45), aim(17), acc(13), acc_long(32), radio(65), fire_ex(17), smoke(-35), size(30), tspot(5050), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,540,405,,
lightcruiser_main_tall_2,,,tower_main,Tall Tower II,,,240,610000,,40,akizuki_tower_main_c,1.3,,tower_main,,need(Navarra;Ning_Hai;CA_Tone),"tower_main(1), night(40), aim(16), acc(12), acc_long(30), radio(60), fire_ex(15), smoke(-34), size(22), tspot(4450), torpedo_detect(38)",,,,,,,,,,,,,,,,,,,480,360,,
lightcruiser_main_tall_1,,,tower_main,Tall Tower I,,,195,520000,,25,akizuki_tower_main_c,1.2,,tower_main,,need(Navarra;Ning_Hai;CA_Tone),"tower_main(1), night(30), aim(12), acc(8), acc_long(22), radio(50), fire_ex(15), smoke(-28), size(19), tspot(4250), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,390,292.5,,
late_ca_tower_main_2,,,tower_main,Advanced Tower III,,,180,435000,,55,dreadnought_tower_sec_d,1.05,,tower_main,,"need(CA_Late;Espanha), needunlock(latecruisertowers_level_2)","tower_main(1), night(25), aim(13), acc(7), acc_long(13), radio(35), fire_ex(12), smoke(-30), size(12.5), tspot(3750), torpedo_detect(45)",,,,,,,,,,,,,,,,,,,360,270,,
late_ca_tower_main_2_small,,,tower_main,Advanced Tower II,,,167,365000,,50,dreadnought_tower_sec_d,1,,tower_main,,need(CA_Late;Espanha),"tower_main(1), night(22), aim(11.5), acc(6), acc_long(11.5), radio(32), fire_ex(11), smoke(-25), size(11.5), tspot(3450), torpedo_detect(42)",,,,,,,,,,,,,,,,,,,315,236.25,,
lightcruiser_main_tall_2_kuma_big,,,tower_main,Tall Tower II,,,330,2450000,,32,akizuki_tower_main_a,1.435,,tower_main,,need(Kuma_Big),"tower_main(1), night(42), aim(15), acc(11), acc_long(20), radio(55), fire_ex(25), smoke(-33), size(18), tspot(4050), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,330,247.5,710000,2130000
lightcruiser_main_tall_2_kuma,,,tower_main,Tall Tower II,,,150,710000,,30,akizuki_tower_main_a,1.35,,tower_main,,need(Kuma),"tower_main(1), night(40), aim(14), acc(10), acc_long(20), radio(55), fire_ex(25), smoke(-33), size(18), tspot(4050), torpedo_detect(30)",,,,,,,,,,,,,,,,,,,300,225,,
lightcruiser_main_tall_1_var,,,tower_main,Tall Tower I,,,100,420000,,20,akizuki_tower_main_b,1.25,,tower_main,,need(Kuma),"tower_main(1), night(30), aim(12), acc(8), acc_long(15), radio(45), fire_ex(25), smoke(-28), size(16), tspot(3850), torpedo_detect(25)",,,,,,,,,,,,,,,,,,,201,150.75,,
late_ca_tower_main_1,,,tower_main,Advanced Tower I,,,150,235000,,50,dreadnought_tower_main_big_a,0.8,,tower_main,,need(CA_Late),"tower_main(1), night(20), aim(10), acc(4), acc_long(10), radio(30), fire_ex(10), smoke(-28), size(12), tspot(3250), torpedo_detect(40)",,,,,,,,,,,,,,,,,,,300,225,,
battlecruiser_tower_main_5,,,tower_main,Advanced Tower VI,,,531,1625000,,175,dreadnought_tower_main_big_b,1.2,,tower_main,,"need(BC;BC_Britain;BC_Small), need(g2;g3), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(45), aim(17), acc(10), acc_long(24), radio(78), fire_ex(19.5), smoke(-42), size(20.5), tspot(5500), torpedo_detect(60)",,,,,,,,,,,,,,,,,,,1062,796.5,,
battlecruiser_tower_main_big_2,,,tower_main,Advanced Tower VII (Enhanced),,,507,1490000,,170,invincible_tower_main_b,1.2,,tower_main,,"need(BC;BC_Britain;BC_Small;Courageous_Class), need(g2;g3), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(43), aim(16), acc(8.5), acc_long(22), radio(76), fire_ex(18.5), smoke(-37), size(19.5), tspot(5200), torpedo_detect(58)",,,,,,,,,,,,,,,,,,,1014,760.5,,
battlecruiser_tower_main_big_2_small,,,tower_main,Advanced Tower VII,,,485,1420000,,165,invincible_tower_main_b,1.1,,tower_main,,"need(BC;BC_Britain;BC_Small;Courageous_Class), need(g2;g3), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(40), aim(15), acc(8), acc_long(21), radio(75), fire_ex(17.5), smoke(-36), size(19), tspot(4900), torpedo_detect(57)",,,,,,,,,,,,,,,,,,,972,729,,
battlecruiser_tower_main_big_1,,,tower_main,Advanced Tower VI (Enhanced),,,469,1350000,,160,invincible_tower_main_a,1.2,,tower_main,,"need(BC;BC_Britain;BC_Small;BB_Britain_Alt), need(g2;g3), need(g2;g3)","tower_main(1), night(37), aim(14), acc(9), acc_long(20), radio(74), fire_ex(17), smoke(-35), size(18.5), tspot(4700), torpedo_detect(56)",,,,,,,,,,,,,,,,,,,936,702,,
battlecruiser_tower_main_big_1_small,,,tower_main,Advanced Tower VI,,,435,1290000,,155,invincible_tower_main_a,1.1,,tower_main,,"need(BC;BC_Britain;BC_Small;BB_Britain_Alt), need(g2;g3), need(g2;g3)","tower_main(1), night(35), aim(13), acc(8), acc_long(19), radio(72), fire_ex(16), smoke(-34), size(18), tspot(4500), torpedo_detect(54)",,,,,,,,,,,,,,,,,,,870,652.5,,
battlecruiser_tower_main_big_2_var,,,tower_main,Advanced Tower V (Enhanced),,,416,1200000,,150,invincible_tower_main_b,1,,tower_main,,"need(BC_Britain_Var;BB_Britain_Alt), need(g2;g3), needunlock(early_BB_towers_level_4)","tower_main(1), night(40), aim(12.5), acc(8.5), acc_long(17), radio(75), fire_ex(17.5), smoke(-33), size(17.5), tspot(5000), torpedo_detect(55)",,,,,,,,,,,,,,,,,,,834,625.5,,
battlecruiser_tower_main_big_2_var_small,,,tower_main,Advanced Tower V,,,372,1130000,,140,invincible_tower_main_b,0.95,,tower_main,,"need(BC_Britain_Var;BB_Britain_Alt), need(g2;g3)","tower_main(1), night(40), aim(11.5), acc(7.5), acc_long(16.5), radio(73), fire_ex(16.5), smoke(-30), size(17), tspot(4700), torpedo_detect(53)",,,,,,,,,,,,,,,,,,,744,558,,
battlecruiser_tower_main_big_1_var,,,tower_main,Advanced Tower IV (Enhanced),,,330,1000000,,130,invincible_tower_main_a,1,,tower_main,,"need(BC_Britain_Var;BB_Britain_Alt), need(g2;g3), needunlock(early_BB_towers_level_4)","tower_main(1), night(35), aim(11), acc(7), acc_long(15.5), radio(70), fire_ex(15), smoke(-36), size(16), tspot(4300), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,660,495,,
battlecruiser_tower_main_big_1_var_small,,,tower_main,Advanced Tower IV,,,300,920000,,120,invincible_tower_main_a,0.95,,tower_main,,"need(BC_Britain_Var;BB_Britain_Alt), need(g2;g3)","tower_main(1), night(32), aim(11), acc(6), acc_long(13.5), radio(65), fire_ex(13), smoke(-34), size(15), tspot(4000), torpedo_detect(49)",,,,,,,,,,,,,,,,,,,600,450,,
battlecruiser_tower_main_3,,,tower_main,Advanced Tower III,,,289,870000,,115,dreadnought_tower_main_b,1.4,,tower_main,,"need(BC;BC_Britain;BC_Small), need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(30), aim(10.5), acc(5.7), acc_long(12.5), radio(65), fire_ex(12), smoke(-34), size(15), tspot(4100), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,579,434.25,,
battlecruiser_tower_main_3_small,,,tower_main,Advanced Tower II,,,261,825000,,110,dreadnought_tower_main_b,1.3,,tower_main,,"need(BC;BC_Britain;BC_Small;BB_Britain_Alt), need(g2;g3)","tower_main(1), night(30), aim(10), acc(5.5), acc_long(12), radio(64), fire_ex(11), smoke(-32), size(14), tspot(3900), torpedo_detect(47)",,,,,,,,,,,,,,,,,,,522,391.5,,
battlecruiser_tower_main_3_smaller,,,tower_main,Advanced Tower I,,,249,775000,,105,dreadnought_tower_main_b,1.2,,tower_main,,"need(BC;BC_Britain;BC_Small;BB_Britain_Alt), need(g2;g3)","tower_main(1), night(29), aim(9.5), acc(5.2), acc_long(11.5), radio(63), fire_ex(10.5), smoke(-31), size(13.5), tspot(3850), torpedo_detect(46)",,,,,,,,,,,,,,,,,,,498,373.5,,
battlecruiser_tower_main_4_vartall,,,tower_main,Advanced Tower IV,,,330,920000,,120,dreadnought_tower_main_b_tall,1.15,,tower_main,,"need(BB_French_Early, need(g2;g3), needunlock(late_BB_towers_level_3)","tower_main(1), night(34), aim(11.5), acc(6.5), acc_long(13), radio(66), fire_ex(12.5), smoke(-35), size(16), tspot(4300), torpedo_detect(52)",,,,,,,,,,,,,,,,,,,660,495,,
battlecruiser_tower_main_3_vartall,,,tower_main,Advanced Tower III,,,290,870000,,115,dreadnought_tower_main_b_tall,1.1,,tower_main,,"need(BB_French_Early, need(g2;g3), needunlock(late_BB_towers_level_2)","tower_main(1), night(32), aim(10.5), acc(6), acc_long(12.5), radio(65), fire_ex(12), smoke(-34), size(15), tspot(4100), torpedo_detect(50)",,,,,,,,,,,,,,,,,,,579,434.25,,
battlecruiser_tower_main_3_small_vartall,,,tower_main,Advanced Tower II,,,261,825000,,110,dreadnought_tower_main_b_tall,1.05,,tower_main,,"need(BB_French_Early), need(g2;g3)","tower_main(1), night(30), aim(10), acc(5.5), acc_long(12), radio(64), fire_ex(11), smoke(-32), size(14), tspot(3900), torpedo_detect(47)",,,,,,,,,,,,,,,,,,,522,391.5,,
